SIGN, B365D, BWD, IWD, LBD, PSD, WHD, SJD, VCD
0, 4.33, 4.2, 4.25, 3.7, 4.33, 4.33, 4.33, 4
0, 3.25, 3.25, 3.2, 2.9, 3.2, 3.2, 3.1, 3.1
0, 3.2, 3.25, 3.2, 2.9, 3.2, 3.2, 3.1, 3.1
0, 3.25, 3.5, 3.4, 3.2, 3.25, 3.4, 3.3, 3.3
0, 3.25, 3.25, 3.25, 2.9, 3.1, 3.25, 3.1, 3.1
0, 3.25, 3.25, 3.3, , 3.25, 3.3, 3.2, 3.2
0, 3.2, 3.2, 3.15, 2.9, 3.2, 3.2, 3.3, 3.2
0, 3.5, 3.5, 3.4, 3.3, 3.4, 3.4, 3.3, 3.3
0, 3.1, 3.2, 3.2, 3, 3.2, 3.1, 3.05, 3
0, 3.25, 3.3, 3.25, 3.1, 3.25, 3.4, 3.3, 3.2
1, 3.25, 3.25, 3.3, 3.2, 3.25, 3.3, 3.3, 3.2
1, 3.25, 3.35, 3.25, 3.2, 3.25, 3.25, 3.25, 3.2
0, 3.25, 3.3, 3.2, 3.1, 3.2, 3.25, 3.25, 3.1
0, 3.2, 3.2, 3.1, 3, 3.1, 3.2, 3.1, 3
0, 4.5, 4.5, 4.33, 4, 4.33, 4.5, 4, 4.75
0, 3.25, 3.2, 3.15, 3, 3.2, 3.2, 3.2, 3.1
0, 3.75, 3.75, 3.65, 3.7, 3.6, 3.8, 3.6, 3.6
0, 3.25, 3.3, 3.15, 3, 3.2, 3.2, 3.2, 3.1
0, 3.2, 3.2, 3.2, 3.1, 3.1, 3.25, 3.25, 3.25
0, 3.4, 3.35, 3.4, 3.3, 3.25, 3.4, 3.3, 3.4
0, 5, 5, 5, 4.5, 4.5, 5.5, 5, 5
0, 3.5, 3.5, 3.5, 3.4, 3.25, 3.6, 3.4, 3.4
1, 3.25, 3.35, 3.3, 3.1, 3.2, 3.25, 3.3, 3.2
1, 3.4, 3.6, 3.4, 3.3, 3.25, 3.5, 3.3, 3.4
1, 3.25, 3.1, 3.2, 3.1, 3.1, 3.2, 3.2, 3.1
0, 3.5, 3.5, 3.5, 3.3, 3.25, 3.5, 3.5, 3.4
0, 3.25, 3.1, 3.2, 3.1, 3.1, 3.2, 3.2, 3.1
1, 3.4, 3.35, 3.4, 3.3, 3.25, 3.4, 3.6, 3.2
0, 3.25, 3.45, 3.3, 3.2, 3.4, 3.4, 3.3, 3.2
1, 3.1, 3.2, 3.15, 3, 3.1, 3.2, 3.3, 3.1
0, 3.25, 3.25, 3.25, 3.2, 3.2, 3.25, 3.25, 3.4
1, 3.2, 3.15, 3.2, 3.1, 3.2, 3.2, 3.2, 3.2
0, 3.2, 3.2, 3.15, 3, 3.2, 3.2, 3.2, 3.1
0, 6, 6, 5.75, 6, 5, 6, 5.5, 6
1, 3.75, 3.75, 3.75, 3.8, 3.75, 4, 3.75, 3.75
1, 3.4, 3.3, 3.3, 3.1, 3.2, 3.4, 3.25, 3.2
0, 3, 3.05, 3.1, 2.9, 3.2, 3.2, 3.1, 3.1
0, 3.2, 3.35, 3.2, 3.1, 3.1, 3.25, 3.2, 3.2
0, 3.2, 3.05, 3.1, 3, 3.2, 3.2, 3.1, 3.1
0, 3.6, 3.7, 3.5, 3.4, 3.4, 3.5, 3.6, 3.6
0, 3.2, 3.15, 3.15, 3.1, 3.2, 3.2, 3.2, 3.1
0, 3.4, 3.55, 3.5, 3.3, 3.5, 3.5, 3.6, 3.6
1, 3.5, 3.5, 3.4, 3.1, 3.4, 3.4, 3.25, 3.4
0, 3.6, 3.65, 3.5, 3.4, 3.5, 3.6, 3.5, 3.25
0, 3.4, 3.45, 3.3, 3.2, 3.4, 3.4, 3.3, 3.2
0, 3.5, 3.7, 3.55, 3.5, 3.4, 3.75, 3.6, 3.75
0, 3.25, 3.35, 3.25, 3.1, 3.2, 3.2, 3.25, 3.2
0, 3, 3.25, 3.25, 3.1, 3.25, 3.25, 3.2, 3.2
0, 3.4, 3.4, 3.4, 3.2, 3.25, 3.5, 3.3, 3.2
1, 3.25, 3.4, 3.25, 3.1, 3.1, 3.2, 3.2, 3.1
0, 3.2, 3.1, 3.15, 3, 3.2, 3.2, 3.1, 3.1
1, 3.25, 3.2, 3.15, 3, 3.2, 3.2, 3.2, 3.1
0, 3.25, 3.15, 3.2, 3.1, 3.2, 3.25, 3.4, 3.1
1, 3.4, 3.65, 3.45, 3.3, 3.5, 3.6, 3.3, 3.4
0, 3.2, 3.05, 3.1, 3, 3.1, 3.2, 3.1, 3.2
0, 3.3, 3.3, 3.3, 3.1, 3.25, 3.4, 3.25, 3.2
0, 6, 6.25, 6, 4.8, 5.5, 6.5, 6, 6
0, 3.3, 3.65, 3.3, 3.2, 3.25, 3.4, 3.25, 3.4
0, 3.2, 3.3, 3.2, 3, 3.2, 3.2, 3.2, 3.2
0, 3.2, 3.5, 3.25, 3.3, 3.25, 3.4, 3.3, 3.2
0, 3.25, 3.3, 3.3, 3.1, 3.2, 3.3, 3.25, 3.3
1, 3.6, 3.75, 3.4, 3.4, 3.4, 3.6, 3.5, 3.4
0, 3.25, 3.4, 3.3, 3.1, 3.25, 3.4, 3.25, 3.3
0, 3.4, 3.75, 3.5, 3.3, 3.4, 3.6, 3.4, 3.6
0, 3.5, 3.5, 3.3, 3.1, 3.2, 3.4, 3.4, 3.25
0, 4.33, 4.9, 5, 4.3, 4.33, 4.8, 4.5, 5
0, 3.25, 3.3, 3.2, 3, 3.1, 3.1, 3.2, 3.2
0, 3.25, 3.35, 3.2, 3.1, 3.2, 3.25, 3.1, 3.2
0, 3.25, 3.3, 3.2, 3, 3.2, 3.2, 3.1, 3
0, 3.25, 3.35, 3.2, 3.1, 3.25, 3.2, 3.3, 3.2
0, 4.5, 4.85, 5, 4.2, 4.33, 4.8, 4.5, 5
0, 3.4, 3.5, 3.3, 3.1, 3.25, 3.4, 3.3, 3.2
0, 3.2, 3.05, 3.25, 3, 3.1, 3.25, 3.25, 3.2
0, 3.3, 3.35, 3.25, 3.2, 3.25, 3.4, 3.4, 3.25
1, 3.3, 3.35, 3.35, 3.1, 3.25, 3.4, 3.4, 3.25
0, 3.3, 3.4, 3.4, 3.3, 3.25, 3.4, 3.5, 3.4
0, 3.2, 3.1, 3.15, 3, 3.1, 3.2, 3.1, 3.2
0, 3.3, 3.35, 3.3, 3.1, 3.25, 3.25, 3.4, 3.2
1, 3.2, 3, 3.25, 3, 3.1, 3.2, 3.25, 3.2
0, 3.6, 3.55, 3.5, 3.6, 3.4, 3.6, 3.6, 3.4
0, 3.6, 3.65, 3.5, 3.5, 3.4, 3.8, 3.6, 3.4
0, 3.4, 3.15, 3.25, 3.1, 3.2, 3.4, 3.2, 3.2
1, 3.25, 3.1, 3.15, 3, 3.1, 3.2, 3.2, 3.2
0, 3.2, 3.2, 3.25, 3.1, 3.2, 3.4, 3.25, 3.2
0, 3.1, 3.2, 3.2, 3, 3.2, 3.2, 3.2, 3.2
0, 3.25, 3.25, 3.3, 2.9, 3.2, 3.4, 3.3, 3.2
1, 3.2, 3.2, 3.15, 3, 3.1, 3.2, 3.2, 3.2
0, 3.5, 3.75, 3.75, 3.8, 3.6, 3.8, 3.75, 3.75
0, 5, 5.5, 5, 4.3, 5, 5.5, 5, 4.75
0, 3.25, 3.1, 3.2, 3, 3.2, 3.2, 3.2, 3.2
0, 3.4, 3.65, 3.4, 3.2, 3.5, 3.4, 3.3, 3.4
0, 3.75, 3.9, 3.55, 3.7, 3.4, 3.6, 3.7, 3.5
0, 3.2, 3.25, 3.15, 3, 3.2, 3.2, 3.25, 3.2
1, 3.25, 3.25, 3.2, 3.1, 3.1, 3.25, 3.1, 3.2
0, 3.4, 3.5, 3.4, 3.4, 3.5, 3.6, 3.5, 3.4
1, 4.5, 5.75, 5, 4.5, 5, 5.5, 5, 5
0, 3.4, 3.45, 3.4, 3.4, 3.5, 3.4, 3.3, 3.4
1, 3.2, 3.05, 3.15, 3, 3.2, 3.2, 3.2, 3.2
0, 3.2, 3.1, 3.15, 3, 3.1, 3.2, 3.1, 3.2
0, 3.2, 3, 3.15, 3, 3.1, 3.2, 3.2, 3.2
0, 3.6, 3.75, 3.45, 3.3, 3.5, 3.6, 3.4, 3.6
0, 5.5, 7.25, 5.25, 4.8, 5, 5.5, 5, 5.5
0, 3, 3.05, 3.15, 3, 3.1, 3.2, 3.25, 3.2
1, 3.5, 3.55, 3.35, 3.1, 3.25, 3.4, 3.25, 
0, 3.4, 3.4, 3.35, 3.1, 3.1, 3.4, , 3.3
1, 3.1, 3.4, 3.2, , 3.2, 3.25, 3.25, 3.25
0, 3.25, 3.45, 3.3, 3.1, 3.25, 3.4, 3.1, 3.3
0, 3.6, 3.6, 3.45, 3.3, 3.5, 3.6, 3.4, 3.6
1, 3.25, 3.45, 3.25, 3.2, 3.25, 3.4, 3.1, 3.25
0, 3.4, 3.7, 3.4, 3.3, 3.25, 3.6, 3.3, 3.4
0, 3.25, 3.25, 3.1, 3, 3.2, 3.25, 3.1, 3.25
0, 3.6, 3.6, 3.4, 3.2, 3.25, 3.6, 3.3, 3.4
1, 3.2, 3.2, 3.2, 3, 3.1, 3.2, 3.1, 3.25
0, 3.2, 3.3, 3.2, 3, 3.2, 3.2, 3.1, 3.25
0, 3.25, 3.25, 3.2, 3, 3.2, 3.3, 3.1, 3.25
0, 6.5, 8, 7, 7, 6.5, 7.5, 6.5, 7
1, 3.2, 3.2, 3.2, 3, 3.2, 3.2, 3.1, 3.25
0, 3.4, 3.65, 3.4, 3.3, 3.25, 3.5, 3.4, 3.5
0, 3.25, 3.45, 3.25, 3.2, 3.2, 3.25, 3.3, 3.25
0, 3.25, 3.5, 3.25, 3.1, 3.2, 3.4, 3.3, 3.25
0, 3.25, 3.35, 3.25, 3.1, 3.1, 3.25, 3.25, 3.25
1, 3.4, 3.55, 3.4, 3.4, 3.25, 3.6, 3.45, 3.4
0, 3.25, 3.3, 3.2, 3.1, 3.1, 3.2, 3.2, 3.2
1, 3.25, 3.35, 3.25, 3.1, 3.2, 3.3, 3.3, 3.2
0, 6, 7.5, 5.5, 5, 5.5, 6.25, 5.75, 6
0, 3.25, 3.3, 3.2, 3.1, 3.1, 3.3, 3.2, 3.2
0, 3.25, 3.35, 3.2, 3.1, 3.2, 3.25, 3.1, 3.2
0, 3.2, 3.35, 3.15, 3.1, 3.2, 3.2, 3.1, 3.2
0, 3, 3.25, 3.1, 3, 3.2, 3.1, 3.1, 3.2
1, 3.25, 3.35, 3.2, 3, 3.2, 3.2, 3.2, 3.25
1, 4.33, 5, 4.35, 4, 4.33, 4.33, 4.33, 4.5
1, 3.25, 3.3, 3.2, 3.1, 3.2, 3.3, 3.2, 3.2
0, 3.25, 3.1, 3.15, 3, 3.1, 3.1, 3.2, 3.2
0, 3.2, 3.2, 3.2, 3.1, 3.1, 3.2, , 3.2
1, 3.4, 3.5, 3.4, 3.2, 3.25, 3.4, 3.25, 3.5
0, 3.2, 3.45, 3.2, 3.1, 3.2, 3.25, 3.2, 3.25
0, 5, 5.75, 4.75, 5, 4.5, 4.75, 5, 5
0, 3, 3.25, 3.2, 3, 3.2, 3.2, 3.2, 3.25
1, 3.25, 3.5, 3.3, 3.1, 3.25, 3.3, 3.4, 3.4
0, 4.33, 4.75, 4.6, 4.2, 4.2, 4, 4.5, 4.5
0, 3.2, 3.35, 3.25, 3.1, 3.25, 3.2, 3.3, 3.4
0, 3.25, 3.4, 3.25, 3, 3.2, 3.2, 3.2, 3.25
0, 3.1, 3.25, 3.1, 3, 3.25, 3.2, 3, 3.2
0, 3.6, 3.9, 3.65, 3.8, 3.4, 3.8, 3.6, 3.75
1, 3.2, 3.3, 3.2, 3, 3.2, 3.25, 3.3, 3.2
0, 4.5, 5.65, 4.75, 4.3, 4.6, 4.75, 5.5, 4.75
0, 3.25, 3.4, 3.2, 3.2, 3.2, 3.2, 3.2, 3.25
1, 3.2, 3, 2.75, 3, 2.75, 3, 3.1, 3.2
1, 3.25, 3.35, 3.25, 3.2, 3.2, 3.25, 3.2, 3.2
1, 3.25, 3.25, 2.9, 3, 3.1, 3.1, 3.1, 3.2
0, 3.25, 3.25, 3.1, 3, 3.1, 3.2, 3.1, 3.2
1, 4.5, 5.5, 4.75, 4.3, 4.6, 5, 5, 4.75
0, 3, 3.15, 3.1, 3.1, 3.2, 3.2, 3.2, 3.1
0, 3.1, 3.2, 3.05, 3.1, 3.1, 3.1, 3.1, 3.2
1, 3, 3.1, 3.25, 3.1, 3.2, 3, 3, 2.88
0, 4.5, 5.1, 4.6, 4.8, 4.33, 4.75, 4.5, 4.5
0, 4.33, 5.55, 4.5, 4.5, 4.5, 5, 5, 4.5
1, 3.2, 3.3, 3.3, 3.2, 3.2, 3.4, 3.3, 3
0, 3, 3.4, 3, 3.4, 3.2, 3.25, 3.2, 3.1
0, 3.5, 3.3, 3.5, 3.3, 3.25, 3.25, 3.4, 3.1
0, 3.25, 3.35, 3.3, 2.8, 3.25, 3.4, 3.3, 3.1
1, 3.25, 3.25, 3.2, 3.2, 3.25, 3.4, 3.3, 3.25
1, 3.1, 3.25, 3.2, 3.1, 3.2, 3.4, 3.4, 3.25
1, 2.87, 2.9, 2.75, 2.5, 2.87, 2.62, 2.7, 2.63
1, 3, 3.2, 3.15, 3.1, 3.1, 2.7, 3.4, 3.1
0, 3.1, 3.4, 3, 2.5, 3.1, 3.2, 3.2, 2.8
0, 3.5, 3.75, 3.8, 3.7, 3.6, 3.75, 3.6, 3.6
0, 3.25, 3.35, 3.2, 3.7, 3.3, 3.4, 3.2, 3.6
0, 3.25, 3.55, 3.4, 3, 3.2, 3.3, 3.1, 3.1
0, 3.5, 3.8, 3.5, 2.5, 3.5, 4, 3.6, 3.6
0, 3.75, 3.75, 3.75, 3, 3.75, 3.1, 3.7, 4
