SIGN, B365H, B365D, B365A, BWH, BWD, BWA, IWH, IWD, IWA, LBH, LBD, LBA, PSH, PSD, PSA, WHH, WHD, WHA, SJH, SJD, SJA, VCH, VCD, VCA
-1.00, 5.00, 3.50, 1.65, 5.00, 3.35, 1.65, 5.00, 3.40, 1.65, 5.20, 3.40, 1.60, 4.50, 3.50, 1.62, 5.00, 3.40, 1.65, 5.50, 3.50, 1.60, 5.50, 3.50, 1.62
1.00, 2.75, 3.00, 2.75, 2.60, 3.00, 2.60, 2.50, 3.00, 2.70, 2.70, 3.00, 2.50, 2.50, 3.10, 2.50, 2.55, 2.95, 2.70, 2.60, 2.90, 2.75, 2.38, 3.00, 3.00
0.00, 8.50, 4.33, 1.40, 8.50, 3.70, 1.40, 8.00, 4.00, 1.38, 7.00, 3.60, 1.45, 8.00, 3.75, 1.36, 9.00, 4.20, 1.33, 7.50, 4.00, 1.40, 8.50, 3.75, 1.44
-1.00, 1.44, 4.00, 8.00, 1.40, 3.75, 8.35, 1.40, 3.80, 8.00, 1.40, 3.70, 7.50, 1.40, 3.75, 7.00, 1.40, 3.80, 8.00, 1.40, 4.00, 7.50, 1.40, 3.75, 8.50
1.00, 1.83, 3.30, 4.75, 1.75, 3.25, 4.50, 1.83, 3.15, 4.25, 1.90, 3.00, 4.00, 1.80, 3.30, 3.75, 1.85, 3.10, 4.20, 1.85, 3.10, 4.40, 1.83, 3.20, 4.50
-1.00, 1.75, 3.40, 5.00, 1.75, 3.25, 4.50, 1.80, 3.20, 4.33, 1.90, 3.00, 4.00, 1.67, 3.30, 4.50, 1.75, 3.20, 4.60, 1.80, 3.20, 4.50, 1.83, 3.20, 4.33
1.00, 1.13, 7.50, 21.00, 1.15, 6.00, 15.00, 1.15, 6.00, 15.00, 1.15, 5.70, 14.00, 1.14, 6.50, 11.00, 1.13, 6.00, 19.00, 1.12, 7.00, 17.00, 1.14, 6.50, 17.00
0.00, 1.33, 4.50, 11.00, 1.35, 3.90, 9.50, 1.35, 4.00, 9.00, 1.35, 4.00, 8.00, 1.36, 3.75, 8.00, 1.30, 4.30, 10.00, 1.35, 4.10, 9.00, 1.36, 4.00, 10.00
-1.00, 3.20, 3.00, 2.40, 3.10, 3.00, 2.25, 2.85, 3.00, 2.40, 2.70, 3.00, 2.50, 2.60, 3.10, 2.40, 2.80, 2.90, 2.50, 2.90, 3.00, 2.40, 1.50, , 
-1.00, 4.20, 3.30, 1.91, 4.20, 3.10, 1.85, 3.80, 3.20, 1.90, 3.60, 3.00, 2.00, 3.40, 3.25, 1.91, 4.00, 3.10, 1.90, 3.60, 3.20, 2.00, 3.75, 3.10, 2.00
1.00, 1.83, 3.30, 4.75, 1.80, 3.25, 4.20, 1.83, 3.20, 4.20, 1.90, 3.10, 3.80, 1.83, 3.20, 3.75, 1.80, 3.20, 4.30, 1.85, 3.15, 4.30, 1.83, 3.00, 4.75
-1.00, 4.50, 3.40, 1.83, 4.40, 3.30, 1.75, 4.00, 3.25, 1.85, 3.80, 3.10, 1.90, 3.40, 3.25, 1.91, 4.30, 3.20, 1.80, 4.20, 3.20, 1.85, 4.33, 3.25, 1.83
1.00, 2.30, 3.20, 3.20, 2.25, 3.30, 2.80, 2.25, 3.10, 3.00, 2.40, 3.00, 2.80, 2.25, 3.00, 2.88, 2.15, 3.10, 3.20, 2.30, 3.10, 3.00, 2.40, 3.00, 3.00
1.00, 1.95, 3.20, 4.20, 1.90, 3.20, 3.80, 1.95, 3.10, 3.75, 2.00, 3.00, 3.60, 1.91, 3.20, 3.50, 1.90, 3.10, 4.00, 1.95, 3.10, 3.90, 1.91, 3.25, 4.00
1.00, 1.91, 3.30, 4.20, 1.80, 3.20, 4.30, 1.83, 3.20, 4.20, 1.75, 3.10, 4.50, 1.73, 3.20, 4.33, 1.80, 3.20, 4.30, 1.95, 3.10, 3.90, 1.91, 3.00, 4.33
1.00, 4.50, 3.40, 1.83, 4.25, 3.05, 1.85, 4.00, 3.25, 1.85, 4.00, 3.00, 1.90, 3.75, 3.20, 1.83, 4.20, 3.10, 1.85, 3.90, 3.10, 1.95, 4.00, 3.25, 1.91
0.00, 2.30, 3.10, 3.30, 2.10, 3.00, 3.40, 2.20, 3.00, 3.20, 2.00, 3.00, 3.60, 2.00, 3.20, 3.20, 2.15, 3.00, 3.30, 2.10, 3.00, 3.50, 1.50, , 
1.00, 1.70, 3.40, 5.50, 1.55, 3.50, 5.80, 1.67, 3.40, 4.75, 1.60, 3.40, 5.20, 1.57, 3.50, 5.00, 1.67, 3.40, 4.75, 1.67, 3.35, 5.10, 1.67, 3.40, 5.00
-1.00, 2.25, 3.10, 3.10, 2.25, 3.00, 3.10, 2.20, 3.00, 3.20, 2.10, 3.00, 3.30, 2.20, 3.00, 3.00, 2.20, 3.00, 3.20, 2.25, 3.00, 3.20, 2.10, 3.00, 3.40
-1.00, 5.50, 3.50, 1.62, 6.00, 3.45, 1.55, 5.50, 3.40, 1.60, 5.20, 3.40, 1.60, 5.50, 3.30, 1.57, 6.00, 3.50, 1.55, 5.25, 3.40, 1.65, 5.50, 3.40, 1.62
1.00, 1.33, 4.33, 9.00, 1.35, 4.40, 7.50, 1.35, 4.20, 8.00, 1.30, 4.40, 8.50, 1.29, 4.50, 8.00, 1.30, 4.50, 9.00, 1.30, 4.50, 10.00, 1.33, 4.00, 10.00
1.00, 1.95, 3.10, 3.75, 1.85, 3.10, 4.20, 1.95, 3.10, 3.75, 2.00, 2.90, 3.70, 2.00, 3.10, 3.30, 1.90, 3.20, 3.80, 1.90, 3.10, 4.10, 2.00, 3.00, 3.75
0.00, 2.38, 3.10, 2.88, 2.45, 2.90, 2.85, 2.45, 3.00, 2.75, 2.40, 3.00, 2.80, 2.38, 3.20, 2.60, 2.38, 3.00, 2.88, 2.45, 3.00, 2.85, 2.50, 3.00, 2.75
1.00, 1.25, 5.25, 10.00, 1.25, 5.15, 9.75, 1.25, 5.00, 10.00, 1.22, 4.80, 11.00, 1.22, 5.00, 10.00, 1.22, 5.20, 11.00, 1.25, 5.00, 11.00, 1.25, 5.00, 10.00
0.00, 2.05, 3.10, 3.50, 2.05, 3.05, 3.45, 2.05, 3.10, 3.40, 2.00, 3.00, 3.60, 2.00, 3.00, 3.50, 1.95, 3.20, 3.60, 2.05, 3.10, 3.55, 2.00, 3.00, 3.75
0.00, 1.53, 3.70, 7.00, 1.50, 3.70, 6.00, 1.50, 3.60, 6.50, 1.55, 3.40, 5.80, 1.50, 3.50, 6.00, 1.45, 3.75, 6.75, 1.50, 3.60, 6.80, 1.50, 3.60, 6.50
1.00, 2.30, 3.10, 3.20, 2.40, 3.00, 2.85, 2.25, 3.00, 3.10, 2.20, 2.90, 3.20, 2.20, 3.10, 2.88, 2.25, 3.00, 3.10, 2.30, 3.00, 3.10, 2.20, 3.00, 3.20
0.00, 1.25, 5.50, 12.00, 1.20, 5.20, 13.00, 1.25, 5.00, 10.00, 1.20, 5.00, 12.00, 1.17, 6.00, 10.00, 1.20, 5.50, 12.00, 1.22, 5.50, 12.00, 1.20, 5.50, 12.00
1.00, 1.53, 3.70, 7.00, 1.45, 3.70, 7.00, 1.50, 3.60, 6.50, 1.55, 3.40, 5.80, 1.53, 3.30, 6.00, 1.45, 3.75, 6.75, 1.45, 3.70, 7.50, 1.50, 3.60, 6.50
-1.00, 4.20, 3.20, 1.95, 3.80, 3.20, 1.90, 3.75, 3.20, 1.90, 4.00, 3.00, 1.90, 3.50, 3.20, 1.91, 3.80, 3.20, 1.90, 3.80, 3.15, 1.95, 4.20, 3.20, 1.83
-1.00, 2.30, 3.10, 3.20, 2.15, 3.15, 3.15, 2.25, 3.00, 3.10, 2.10, 2.90, 3.40, 2.10, 3.00, 3.20, 2.30, 3.00, 3.00, 2.30, 3.00, 3.10, 2.30, 3.00, 3.00
-1.00, 5.00, 3.60, 1.70, 5.80, 3.50, 1.55, 4.50, 3.40, 1.70, 4.70, 3.20, 1.70, 5.00, 3.25, 1.62, 5.20, 3.50, 1.60, 5.25, 3.40, 1.65, 5.00, 3.40, 1.67
-1.00, 2.20, 3.10, 3.50, 2.05, 3.00, 3.55, 2.10, 3.00, 3.40, 2.10, 2.90, 3.40, 2.10, 3.20, 3.00, 2.20, 3.00, 3.20, 2.15, 3.00, 3.40, 2.10, 3.00, 3.40
1.00, 2.40, 3.00, 3.20, 2.40, 3.00, 2.85, 2.40, 3.00, 2.85, 2.40, 3.00, 2.80, 2.20, 3.00, 3.00, 2.40, 2.95, 2.90, 2.40, 3.00, 2.90, 2.40, 3.00, 3.00
1.00, 1.33, 4.75, 10.00, 1.30, 4.60, 8.50, 1.33, 4.50, 8.00, 1.35, 4.00, 8.00, 1.33, 4.00, 8.00, 1.28, 4.75, 9.00, 1.30, 4.75, 9.00, 1.36, 4.33, 8.50
1.00, 1.91, 3.30, 4.20, 1.85, 3.15, 4.10, 1.90, 3.10, 4.00, 1.80, 3.00, 4.40, 1.80, 3.10, 4.00, 1.90, 3.20, 3.80, 1.95, 3.10, 3.90, 1.91, 3.20, 4.00
-1.00, 4.50, 3.40, 1.83, 4.40, 3.30, 1.75, 4.25, 3.10, 1.85, 4.20, 3.10, 1.80, 3.75, 3.00, 1.91, 4.25, 3.20, 1.80, 4.20, 3.20, 1.85, 4.33, 3.25, 1.80
1.00, 2.25, 3.00, 3.50, 2.10, 2.90, 3.55, 2.20, 3.00, 3.20, 2.00, 3.00, 3.60, 2.10, 3.00, 3.20, 2.30, 3.00, 3.00, 2.15, 3.00, 3.40, 2.10, 3.00, 3.50
1.00, 2.38, 3.00, 3.25, 2.50, 2.90, 2.80, 2.40, 3.00, 2.85, 2.20, 2.90, 3.20, 2.25, 3.00, 3.00, 2.30, 3.00, 3.00, 2.45, 2.90, 2.95, 2.20, 2.88, 3.50
0.00, 2.50, 3.00, 3.00, 2.35, 2.90, 3.00, 2.45, 3.00, 2.80, 2.30, 2.90, 3.00, 2.40, 3.10, 2.62, 2.50, 2.90, 2.80, 2.55, 2.90, 2.80, 2.38, 2.88, 3.20
-1.00, 2.60, 3.00, 2.88, 2.35, 2.90, 3.00, 2.40, 3.00, 2.85, 2.40, 2.90, 2.90, 2.25, 3.10, 2.80, 2.50, 2.90, 2.80, 2.40, 2.90, 3.00, 2.50, 3.00, 2.88
1.00, 1.25, 5.25, 13.00, 1.20, 5.20, 13.00, 1.50, , 1.50, 1.25, 4.60, 10.50, 1.29, 4.50, 8.00, 1.22, 5.50, 10.00, 1.22, 5.00, 9.50, 1.25, 5.00, 11.00
0.00, 10.00, 4.75, 1.33, 8.50, 4.60, 1.30, 8.50, 4.50, 1.32, 8.50, 4.40, 1.30, 8.00, 4.00, 1.33, 9.00, 4.75, 1.28, 9.00, 4.75, 1.30, 10.00, 4.50, 1.30
-1.00, 1.40, 4.33, 8.00, 1.40, 3.90, 7.50, 1.40, 4.00, 7.50, 1.35, 4.00, 8.00, 1.40, 3.75, 7.00, 1.35, 4.20, 8.00, 1.45, 3.80, 7.50, 1.40, 4.00, 8.00
-1.00, 1.85, 3.20, 4.20, 1.70, 3.30, 4.70, 1.90, 3.10, 4.00, 1.90, 3.00, 4.00, 2.00, 3.00, 3.40, 1.90, 3.10, 4.00, 1.90, 3.15, 4.05, 1.91, 3.20, 4.00
1.00, 2.10, 3.10, 3.40, 2.00, 3.10, 3.55, 2.05, 3.10, 3.50, 1.90, 3.10, 3.80, 2.10, 3.20, 3.00, 2.00, 3.00, 3.75, 2.00, 3.10, 3.70, 2.00, 3.00, 3.75
1.00, 2.63, 3.00, 2.63, 2.65, 2.90, 2.65, 2.60, 3.00, 2.60, 2.60, 2.90, 2.60, 2.75, 3.20, 2.25, 2.60, 3.00, 2.60, 2.55, 3.00, 2.70, 2.50, 3.00, 2.80
1.00, 1.20, 6.00, 11.00, 1.20, 5.20, 13.00, 1.22, 5.50, 10.00, 1.20, 5.00, 12.00, 1.20, 5.50, 11.00, 1.18, 5.75, 12.00, 1.22, 5.50, 11.00, 1.22, 5.50, 11.00
1.00, 1.95, 3.20, 3.75, 1.85, 3.15, 4.10, 2.00, 3.10, 3.60, 2.00, 2.90, 3.70, 2.10, 3.00, 3.20, 1.95, 3.10, 3.75, 1.95, 3.10, 3.90, 1.83, 3.20, 4.20
-1.00, 5.50, 3.50, 1.60, 5.50, 3.40, 1.60, 5.50, 3.40, 1.62, 5.20, 3.40, 1.60, 6.00, 3.40, 1.50, 5.75, 3.40, 1.57, 5.50, 3.40, 1.61, 5.50, 3.50, 1.57
0.00, 4.00, 3.20, 2.00, 3.80, 3.20, 1.90, 3.60, 3.10, 2.00, 3.20, 3.10, 2.10, 3.50, 3.00, 2.00, 3.75, 3.10, 1.95, 3.60, 3.20, 1.95, 3.75, 2.88, 2.10
1.00, 1.17, 6.50, 17.00, 1.15, 6.00, 15.00, 1.18, 6.00, 12.00, 1.20, 5.00, 12.00, 1.14, 6.00, 13.00, 1.15, 6.50, 13.00, 1.15, 6.50, 15.00, 1.20, 5.50, 15.00
0.00, 7.00, 4.33, 1.44, 7.00, 4.25, 1.38, 7.00, 3.75, 1.45, 7.00, 3.60, 1.45, 7.00, 3.75, 1.40, 7.50, 4.00, 1.40, 7.50, 3.80, 1.45, 7.00, 3.60, 1.50
0.00, 1.83, 3.30, 4.75, 1.85, 3.20, 4.00, 1.85, 3.20, 4.00, 1.80, 3.00, 4.40, 1.73, 3.10, 4.50, 1.80, 3.20, 4.30, 1.70, 3.30, 5.00, 1.91, 3.00, 4.33
0.00, 1.60, 3.60, 5.00, 1.75, 3.20, 4.55, 1.70, 3.30, 4.75, 1.85, 3.10, 4.00, 1.62, 3.25, 5.00, 1.65, 3.40, 5.00, 1.70, 3.30, 5.00, 1.73, 3.40, 4.50
0.00, 2.05, 3.25, 3.75, 1.90, 3.15, 3.90, 2.00, 3.10, 3.60, 2.00, 3.00, 3.60, 1.91, 3.00, 3.75, 1.95, 3.20, 3.60, 2.00, 3.10, 3.70, 2.00, 3.10, 3.75
1.00, 1.53, 3.80, 6.50, 1.40, 3.90, 7.50, 1.50, 3.60, 6.50, 1.45, 3.60, 7.00, 1.44, 3.60, 6.50, 1.53, 3.60, 5.75, 1.50, 3.60, 6.90, 1.53, 3.60, 6.50
0.00, 3.00, 3.00, 2.50, 2.65, 2.90, 2.65, 2.75, 3.00, 2.50, 2.50, 3.00, 2.70, 2.50, 3.10, 2.50, 2.80, 2.90, 2.50, 2.65, 3.00, 2.60, 2.60, 3.00, 2.75
0.00, 2.20, 3.30, 3.30, 2.20, 3.10, 3.10, 2.15, 3.10, 3.20, 2.10, 3.00, 3.30, 2.00, 3.20, 3.20, 2.10, 3.10, 3.30, 2.10, 3.10, 3.30, 2.10, 3.00, 3.50
1.00, 1.67, 3.50, 5.50, 1.70, 3.30, 4.70, 1.65, 3.40, 5.00, 1.60, 3.40, 5.20, 1.62, 3.25, 5.00, 1.65, 3.40, 5.00, 1.65, 3.40, 5.00, 1.67, 3.40, 5.00
0.00, 4.50, 3.40, 1.83, 4.20, 3.25, 1.80, 4.00, 3.20, 1.85, 3.40, 3.10, 2.00, 3.75, 3.20, 1.83, 4.00, 3.10, 1.90, 4.00, 3.10, 1.90, 4.00, 3.00, 2.00
1.00, 1.83, 3.20, 4.33, 1.75, 3.25, 4.50, 1.80, 3.25, 4.25, 1.85, 3.00, 4.20, 1.83, 3.20, 3.75, 1.80, 3.20, 4.30, 1.80, 3.20, 4.30, 1.73, 3.40, 4.75
-1.00, 2.30, 3.10, 3.30, 2.10, 2.90, 3.55, 2.20, 3.00, 3.20, 2.10, 3.00, 3.30, 2.20, 3.10, 2.88, 2.30, 2.90, 3.10, 2.30, 2.90, 3.10, 2.10, 3.00, 3.60
-1.00, 2.30, 3.10, 3.30, 2.10, 2.90, 3.55, 2.20, 3.00, 3.20, 2.10, 3.00, 3.30, 2.10, 3.20, 3.00, 2.25, 2.90, 3.20, 2.25, 2.90, 3.20, 2.20, 3.00, 3.40
-1.00, 3.00, 3.00, 2.50, 2.55, 2.95, 2.70, 2.60, 3.00, 2.60, 2.50, 3.00, 2.70, 2.50, 3.10, 2.50, 2.60, 3.00, 2.60, 2.60, 3.00, 2.60, 2.70, 2.88, 2.75
-1.00, 2.55, 3.00, 2.90, 2.60, 2.90, 2.70, 2.50, 3.00, 2.75, 2.50, 3.00, 2.70, 2.38, 3.10, 2.62, 2.50, 3.00, 2.70, 2.60, 3.00, 2.65, 2.50, 3.00, 2.88
-1.00, 9.00, 4.50, 1.36, 8.00, 4.20, 1.35, 7.50, 4.00, 1.40, 7.00, 3.60, 1.45, 7.00, 3.75, 1.40, 9.00, 4.00, 1.35, 8.00, 4.00, 1.40, 8.00, 4.00, 1.40
1.00, 3.00, 3.00, 2.50, 2.60, 2.90, 2.70, 2.65, 3.00, 2.55, 2.60, 3.00, 2.60, 2.50, 3.10, 2.50, 2.70, 3.00, 2.50, 2.65, 3.00, 2.60, 2.60, 3.00, 2.75
1.00, 1.33, 4.50, 11.00, 1.30, 4.50, 9.00, 1.30, 4.50, 9.00, 1.35, 4.00, 8.00, 1.29, 4.50, 8.00, 1.30, 4.50, 9.00, 1.35, 4.20, 9.00, 1.36, 4.33, 8.50
-1.00, 2.10, 3.10, 3.75, 2.10, 3.00, 3.40, 2.10, 3.00, 3.40, 2.00, 3.00, 3.60, 2.00, 3.00, 3.40, 2.05, 3.00, 3.60, 2.10, 3.00, 3.50, 2.15, 2.88, 3.60
1.00, 1.83, 3.40, 4.50, 1.90, 3.10, 3.95, 1.85, 3.10, 4.25, 1.90, 3.00, 4.00, 1.67, 3.10, 5.00, 1.80, 3.20, 4.30, 1.85, 3.10, 4.40, 1.83, 3.25, 4.33
1.00, 3.60, 3.20, 2.10, 3.80, 3.05, 1.95, 3.20, 3.00, 2.20, 3.40, 3.10, 2.00, 3.00, 3.20, 2.10, 3.20, 3.10, 2.15, 3.30, 3.00, 2.20, 3.50, 2.88, 2.20
1.00, 1.57, 3.60, 6.50, 1.55, 3.45, 6.00, 1.55, 3.50, 6.00, 1.65, 3.30, 4.90, 1.53, 3.30, 6.00, 1.50, 3.60, 6.25, 1.55, 3.50, 6.00, 1.57, 3.40, 6.50
1.00, 1.75, 3.40, 4.75, 1.70, 3.35, 4.60, 1.70, 3.40, 4.60, 1.75, 3.10, 4.50, 1.67, 3.25, 4.50, 1.70, 3.40, 4.50, 1.73, 3.20, 5.00, 1.80, 3.20, 4.50
0.00, 1.20, 5.50, 13.00, 1.20, 5.20, 13.00, 1.20, 5.50, 12.00, 1.20, 5.00, 12.00, 1.20, 5.00, 11.00, 1.18, 5.75, 12.00, 1.20, 5.50, 13.00, 1.22, 5.50, 13.00
0.00, 2.05, 3.10, 3.50, 2.10, 3.00, 3.40, 2.05, 3.00, 3.60, 2.00, 2.90, 3.70, 2.10, 3.20, 3.00, 2.00, 3.00, 3.75, 2.00, 3.00, 3.80, 2.00, 3.00, 4.00
0.00, 6.00, 3.60, 1.60, 6.00, 3.40, 1.55, 5.00, 3.40, 1.65, 4.90, 3.30, 1.65, 5.00, 3.50, 1.57, 5.75, 3.50, 1.55, 5.25, 3.40, 1.65, 5.00, 3.40, 1.67
-1.00, 5.50, 3.50, 1.60, 6.30, 3.60, 1.50, 5.25, 3.50, 1.60, 5.20, 3.40, 1.60, 5.50, 3.60, 1.50, 5.20, 3.50, 1.60, 5.50, 3.50, 1.60, 5.00, 3.50, 1.67
1.00, 1.25, 5.00, 11.00, 1.18, 5.60, 13.00, 1.25, 5.00, 10.00, 1.22, 4.80, 11.00, 1.29, 4.50, 10.00, 1.20, 5.50, 12.00, 1.22, 5.25, 12.00, 1.25, 5.00, 11.00
0.00, 2.05, 3.10, 3.50, 2.00, 3.10, 3.55, 2.00, 3.10, 3.60, 2.00, 2.90, 3.70, 1.91, 3.20, 3.50, 2.00, 3.20, 3.50, 2.05, 3.10, 3.50, 2.05, 3.00, 3.75
1.00, 1.95, 3.10, 3.80, 1.90, 3.15, 3.85, 1.95, 3.10, 3.75, 1.90, 3.10, 3.85, 1.91, 3.10, 3.60, 2.00, 3.10, 3.60, 1.95, 3.10, 3.90, 1.91, 3.20, 4.00
1.00, 2.40, 3.00, 3.20, 2.30, 3.05, 3.00, 2.30, 3.00, 3.00, 2.30, 2.80, 3.10, 2.20, 3.20, 2.80, 2.25, 2.90, 3.20, 2.35, 3.00, 3.00, 2.25, 3.00, 3.20
-1.00, 5.50, 3.50, 1.67, 5.00, 3.40, 1.65, 5.00, 3.40, 1.65, 4.50, 3.10, 1.75, 5.00, 3.50, 1.57, 4.50, 3.40, 1.70, 5.00, 3.40, 1.67, 4.75, 3.40, 1.73
1.00, 1.44, 4.20, 7.50, 1.40, 4.00, 7.20, 1.40, 4.00, 7.50, 1.45, 3.60, 7.00, 1.36, 4.00, 7.00, 1.40, 3.80, 8.00, 1.44, 3.75, 7.50, 1.44, 3.75, 8.00
-1.00, 2.20, 3.10, 3.50, 2.20, 2.90, 3.30, 2.15, 3.00, 3.30, 2.10, 2.90, 3.40, 2.10, 3.20, 3.00, 2.20, 2.90, 3.30, 2.20, 3.00, 3.30, 2.10, 3.00, 3.50
-1.00, 6.50, 3.80, 1.53, 5.70, 3.55, 1.55, 5.75, 3.50, 1.57, 5.80, 3.40, 1.55, 6.00, 3.40, 1.50, 6.25, 3.60, 1.50, 6.50, 3.50, 1.53, 5.00, 3.60, 1.62
-1.00, 1.91, 3.30, 4.20, 1.90, 3.15, 3.85, 1.90, 3.10, 4.00, 1.80, 3.00, 4.40, 1.80, 3.10, 4.00, 1.90, 3.10, 4.00, 1.90, 3.10, 4.00, 1.91, 3.10, 4.00
1.00, 1.57, 3.75, 6.00, 1.50, 3.55, 6.50, 1.57, 3.50, 5.75, 1.60, 3.40, 5.20, 1.53, 3.30, 6.00, 1.55, 3.50, 5.75, 1.57, 3.40, 6.00, 1.62, 3.50, 5.50
1.00, 2.25, 3.10, 3.40, 2.20, 3.00, 3.10, 2.20, 3.00, 3.20, 2.20, 2.80, 3.30, 1.91, 3.20, 3.50, 2.20, 3.10, 3.10, 2.25, 3.00, 3.20, 2.25, 3.00, 3.25
1.00, 3.75, 3.25, 2.05, 3.90, 3.25, 1.85, 3.65, 3.25, 1.90, 4.00, 3.10, 1.85, 3.75, 3.20, 1.83, 3.60, 3.20, 1.95, 3.75, 3.25, 1.91, 4.00, 3.00, 2.00
1.00, 1.62, 3.60, 6.00, 1.55, 3.55, 5.70, 1.65, 3.40, 5.00, 1.65, 3.30, 4.90, 1.62, 3.25, 5.00, 1.60, 3.50, 5.20, 1.62, 3.60, 5.00, 1.62, 3.50, 5.50
1.00, 1.83, 3.40, 4.50, 1.70, 3.35, 4.60, 1.80, 3.25, 4.25, 1.70, 3.20, 4.70, 1.67, 3.30, 4.50, 1.75, 3.25, 4.50, 1.75, 3.30, 4.50, 1.80, 3.20, 4.50
-1.00, 9.00, 4.50, 1.36, 6.50, 4.00, 1.44, 7.00, 4.00, 1.40, 6.50, 3.80, 1.45, 7.00, 4.33, 1.33, 8.00, 4.30, 1.35, 8.00, 4.20, 1.36, 8.00, 3.75, 1.44
1.00, 2.30, 3.10, 3.30, 2.15, 3.00, 3.30, 2.20, 3.00, 3.15, 2.30, 3.00, 2.90, 2.38, 3.10, 2.62, 2.15, 3.00, 3.30, 2.20, 3.00, 3.25, 2.25, 3.00, 3.20
1.00, 2.30, 3.00, 3.40, 2.40, 3.00, 2.85, 2.40, 3.00, 2.85, 2.30, 3.00, 2.90, 2.38, 3.10, 2.60, 2.30, 3.00, 3.00, 2.38, 2.90, 3.00, 2.30, 3.00, 3.10
-1.00, 2.10, 3.20, 3.60, 2.20, 2.90, 3.30, 2.10, 3.00, 3.40, 2.10, 2.90, 3.40, 1.91, 3.20, 3.50, 2.10, 2.95, 3.50, 2.05, 3.00, 3.60, 2.10, 2.88, 3.75
1.00, 2.75, 3.00, 2.75, 2.50, 2.90, 2.80, 2.50, 2.95, 2.70, 2.40, 3.00, 2.80, 2.50, 3.10, 2.50, 2.70, 3.00, 2.50, 2.62, 2.88, 2.75, 2.50, 3.00, 2.75
1.00, 1.73, 3.50, 5.00, 1.70, 3.35, 4.60, 1.70, 3.30, 4.75, 1.80, 3.00, 4.40, 1.73, 3.20, 4.33, 1.75, 3.50, 4.20, 1.73, 3.20, 5.00, 1.73, 3.40, 4.50
1.00, 1.65, 3.60, 5.50, 1.55, 3.45, 6.00, 1.65, 3.40, 5.00, 1.60, 3.40, 5.20, 1.57, 3.50, 5.00, 1.65, 3.40, 5.00, 1.67, 3.30, 5.00, 1.62, 3.40, 5.50
1.00, 1.40, 4.20, 8.50, 1.35, 4.10, 8.50, 1.40, 4.00, 7.50, 1.30, 4.40, 8.50, 1.36, 4.00, 7.00, 1.35, 4.00, 9.00, 1.40, 4.00, 7.50, 1.44, 4.00, 7.00
0.00, 2.25, 3.00, 3.20, 2.15, 3.00, 3.30, 2.15, 3.00, 3.30, 2.10, 3.10, 3.20, 2.25, 3.00, 2.90, 2.20, 3.10, 3.10, 2.20, 3.00, 3.25, 2.10, 3.00, 3.60
0.00, 2.00, 3.20, 3.60, 2.20, 2.90, 3.30, 2.15, 3.00, 3.30, 2.30, 2.80, 3.10, 2.10, 3.10, 3.10, 2.15, 2.90, 3.40, 2.15, 3.00, 3.40, 2.10, 2.88, 3.75
0.00, 1.62, 3.40, 5.50, 1.65, 3.40, 5.00, 1.65, 3.40, 5.00, 1.70, 3.30, 4.50, 1.57, 3.25, 5.50, 1.65, 3.50, 4.75, 1.67, 3.30, 5.00, 1.62, 3.40, 5.50
1.00, 1.29, 4.50, 11.00, 1.27, 4.50, 11.00, 1.25, 5.00, 10.00, 1.20, 5.00, 12.00, 1.22, 5.00, 9.00, 1.22, 5.20, 11.00, 1.25, 4.50, 13.00, 1.29, 4.50, 10.00
-1.00, 7.00, 4.20, 1.40, 8.50, 4.10, 1.35, 7.50, 4.00, 1.40, 7.50, 3.70, 1.40, 5.50, 3.60, 1.50, 8.00, 4.20, 1.35, 7.50, 4.00, 1.40, 8.00, 4.00, 1.40
0.00, 2.38, 3.00, 3.25, 2.25, 3.00, 3.10, 2.30, 3.00, 3.00, 2.40, 2.90, 2.90, 2.25, 3.10, 2.80, 2.40, 3.10, 2.75, 2.35, 3.00, 3.00, 2.25, 3.00, 3.25
-1.00, 3.60, 3.20, 2.10, 3.75, 3.10, 1.95, 3.80, 3.20, 1.90, 3.80, 3.10, 1.90, 3.50, 3.20, 1.91, 3.60, 3.20, 1.95, 3.70, 3.10, 2.00, 3.75, 3.10, 2.00
-1.00, 8.00, 4.50, 1.40, 7.00, 3.90, 1.40, 7.00, 4.00, 1.42, 7.50, 3.70, 1.40, 7.00, 3.75, 1.40, 7.00, 4.20, 1.40, 8.00, 4.00, 1.40, 8.00, 4.33, 1.36
0.00, 1.80, 3.40, 4.75, 1.70, 3.35, 4.70, 1.75, 3.40, 4.25, 1.70, 3.30, 4.50, 1.80, 3.25, 3.75, 1.80, 3.20, 4.30, 1.85, 3.20, 4.20, 1.83, 3.25, 4.33
1.00, 2.50, 3.10, 2.90, 2.30, 3.00, 3.00, 2.35, 3.00, 2.90, 2.30, 3.00, 2.90, 2.38, 3.10, 2.60, 2.30, 3.10, 2.90, 2.40, 3.10, 2.85, 2.25, 3.00, 3.20
0.00, 1.67, 3.50, 5.50, 1.65, 3.40, 5.00, 1.67, 3.40, 4.75, 1.60, 3.60, 4.70, 1.62, 3.25, 5.00, 1.70, 3.40, 4.50, 1.67, 3.40, 5.00, 1.67, 3.50, 5.00
0.00, 2.40, 3.20, 3.00, 2.25, 3.00, 3.10, 2.20, 3.00, 3.20, 2.10, 2.90, 3.40, 2.10, 3.10, 3.10, 2.20, 3.10, 3.10, 2.30, 3.00, 3.10, 1.50, , 
